username,source,chat_type,category_slug,category_label,language,rank,scraped_at
bloodysx,tgstats,channel,blogs,Blogs,,1,2026-03-10T16:05:31.909246+00:00
xushnudbek,tgstats,channel,blogs,Blogs,,2,2026-03-10T16:05:31.909255+00:00
imnotbozhena,tgstats,channel,blogs,Blogs,,3,2026-03-10T16:05:31.909259+00:00
nesuschiysvet,tgstats,channel,blogs,Blogs,,4,2026-03-10T16:05:31.909262+00:00
ekaterina_mizulina,tgstats,channel,blogs,Blogs,,5,2026-03-10T16:05:31.909266+00:00
zakharprilepin,tgstats,channel,blogs,Blogs,,6,2026-03-10T16:05:31.909269+00:00
akashevarova,tgstats,channel,blogs,Blogs,,7,2026-03-10T16:05:31.909272+00:00
imstory,tgstats,channel,blogs,Blogs,,8,2026-03-10T16:05:31.909275+00:00
irinavolk_mvd,tgstats,channel,blogs,Blogs,,9,2026-03-10T16:05:31.909278+00:00
moscowtinderr,tgstats,channel,blogs,Blogs,,10,2026-03-10T16:05:31.909281+00:00
alekhin_telega,tgstats,channel,blogs,Blogs,,11,2026-03-10T16:05:31.909284+00:00
tikandelaki,tgstats,channel,blogs,Blogs,,12,2026-03-10T16:05:31.909287+00:00
sonofmonarchy,tgstats,channel,blogs,Blogs,,13,2026-03-10T16:05:31.909290+00:00
luka_ebkov,tgstats,channel,blogs,Blogs,,14,2026-03-10T16:05:31.909293+00:00
vrogov,tgstats,channel,blogs,Blogs,,15,2026-03-10T16:05:31.909296+00:00
strelets_molodec,tgstats,channel,blogs,Blogs,,16,2026-03-10T16:05:31.909299+00:00
bioodsiker,tgstats,channel,blogs,Blogs,,17,2026-03-10T16:05:31.909302+00:00
romanov_92,tgstats,channel,blogs,Blogs,,18,2026-03-10T16:05:31.909305+00:00
batka_ru,tgstats,channel,blogs,Blogs,,19,2026-03-10T16:05:31.909310+00:00
ramzayiegokomanda,tgstats,channel,blogs,Blogs,,20,2026-03-10T16:05:31.909314+00:00
love_russia_beauty,tgstats,channel,blogs,Blogs,,21,2026-03-10T16:05:31.909317+00:00
tetyaazina,tgstats,channel,blogs,Blogs,,22,2026-03-10T16:05:31.909320+00:00
